Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
scapula_body_implants_retained,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_implants_retained,TEXT,textarea,Scapula body implants retained
scapula_body_treatment_of_infection,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_treatment_of_infection,JSONB,checkbox,Scapula body treatment of infection
scapula_body_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_treatment_other,TEXT,textarea,Scapula body treatment other
scapula_body_technique_details,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_technique_details,TEXT,textarea,Scapula body technique details
scapula_body_implant_details,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_implant_details,TEXT,textarea,Scapula body implant details
scapula_body_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_scapula_body_intraoperative_complications,TEXT,textarea,Scapula body intraoperative complications
scapula_neck_treatment,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_treatment,JSONB,checkbox,Scapula neck treatment
scapula_neck_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_fracture_reduction,JSONB,checkbox,Scapula neck fracture reduction
scapula_neck_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_fixation_technique,JSONB,checkbox,Scapula neck fixation technique
scapula_neck_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_recon_bone_graft_type,JSONB,checkbox,Scapula neck recon bone graft type
scapula_neck_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_recon_bone_graft_fixation_type,JSONB,checkbox,Scapula neck recon bone graft fixation type
scapula_neck_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_osteotomy_location,TEXT,textarea,Scapula neck osteotomy location
scapula_neck_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_osteotomy_type,TEXT,textarea,Scapula neck osteotomy type
scapula_neck_extent_of_removal_of_implants,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_extent_of_removal_of_implants,VARCHAR(50),radio,Scapula neck extent of removal of implants
scapula_neck_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_implants_removed,TEXT,textarea,Scapula neck implants removed
scapula_neck_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_implants_retained,TEXT,textarea,Scapula neck implants retained
scapula_neck_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_treatment_of_infection,JSONB,checkbox,Scapula neck treatment of infection
scapula_neck_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_treatment_other,TEXT,textarea,Scapula neck treatment other
scapula_neck_technique_details,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_technique_details,TEXT,textarea,Scapula neck technique details
scapula_neck_implant_details,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_implant_details,TEXT,textarea,Scapula neck implant details
scapula_neck_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_scapula_neck_intraoperative_complications,TEXT,textarea,Scapula neck intraoperative complications
glenoid_treatment,shoulder,,shoulder_general_part_3,orth_sh_glenoid_treatment,JSONB,checkbox,Glenoid treatment
glenoid_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_glenoid_fracture_reduction,JSONB,checkbox,Glenoid fracture reduction
glenoid_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_glenoid_fixation_technique,JSONB,checkbox,Glenoid fixation technique
glenoid_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_glenoid_recon_bone_graft_type,JSONB,checkbox,Glenoid recon bone graft type
glenoid_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_glenoid_recon_bone_graft_fixation_type,JSONB,checkbox,Glenoid recon bone graft fixation type
glenoid_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_glenoid_osteotomy_location,TEXT,textarea,Glenoid osteotomy location
glenoid_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_glenoid_osteotomy_type,TEXT,textarea,Glenoid osteotomy type
glenoid_extent_of_removal_of_implants,shoulder,,shoulder_general_part_3,orth_sh_glenoid_extent_of_removal_of_implants,VARCHAR(50),radio,Glenoid extent of removal of implants
glenoid_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_glenoid_implants_removed,TEXT,textarea,Glenoid implants removed
glenoid_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_glenoid_implants_retained,TEXT,textarea,Glenoid implants retained
glenoid_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_glenoid_treatment_of_infection,JSONB,checkbox,Glenoid treatment of infection
glenoid_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_glenoid_treatment_other,TEXT,textarea,Glenoid treatment other
glenoid_technique_details,shoulder,,shoulder_general_part_3,orth_sh_glenoid_technique_details,TEXT,textarea,Glenoid technique details
glenoid_implant_details,shoulder,,shoulder_general_part_3,orth_sh_glenoid_implant_details,TEXT,textarea,Glenoid implant details
glenoid_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_glenoid_intraoperative_complications,TEXT,textarea,Glenoid intraoperative complications
scapula_spine_treatment,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_treatment,JSONB,checkbox,Scapula spine treatment
scapula_spine_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_fracture_reduction,JSONB,checkbox,Scapula spine fracture reduction
scapula_spine_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_fixation_technique,JSONB,checkbox,Scapula spine fixation technique
scapula_spine_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_recon_bone_graft_type,JSONB,checkbox,Scapula spine recon bone graft type
scapula_spine_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_recon_bone_graft_fixation_type,JSONB,checkbox,Scapula spine recon bone graft fixation type
scapula_spine_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_osteotomy_location,TEXT,textarea,Scapula spine osteotomy location
scapula_spine_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_osteotomy_type,TEXT,textarea,Scapula spine osteotomy type
scapula_spine_extent_of_removal_of_implants,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_extent_of_removal_of_implants,VARCHAR(50),radio,Scapula spine extent of removal of implants
scapula_spine_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_implants_removed,TEXT,textarea,Scapula spine implants removed
scapula_spine_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_implants_retained,TEXT,textarea,Scapula spine implants retained
scapula_spine_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_treatment_of_infection,JSONB,checkbox,Scapula spine treatment of infection
scapula_spine_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_treatment_other,TEXT,textarea,Scapula spine treatment other
scapula_spine_technique_details,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_technique_details,TEXT,textarea,Scapula spine technique details
scapula_spine_implant_details,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_implant_details,TEXT,textarea,Scapula spine implant details
scapula_spine_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_scapula_spine_intraoperative_complications,TEXT,textarea,Scapula spine intraoperative complications
acromion_treatment,shoulder,,shoulder_general_part_3,orth_sh_acromion_treatment,JSONB,checkbox,Acromion treatment
acromion_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_acromion_fracture_reduction,JSONB,checkbox,Acromion fracture reduction
acromion_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_acromion_fixation_technique,JSONB,checkbox,Acromion fixation technique
acromion_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_acromion_recon_bone_graft_type,JSONB,checkbox,Acromion recon bone graft type
acromion_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_acromion_recon_bone_graft_fixation_type,JSONB,checkbox,Acromion recon bone graft fixation type
acromion_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_acromion_osteotomy_location,TEXT,textarea,Acromion osteotomy location
acromion_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_acromion_osteotomy_type,TEXT,textarea,Acromion osteotomy type
acromion_extent_of_removal_of_implants,shoulder,,shoulder_general_part_3,orth_sh_acromion_extent_of_removal_of_implants,VARCHAR(50),radio,Acromion extent of removal of implants
acromion_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_acromion_implants_removed,TEXT,textarea,Acromion implants removed
acromion_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_acromion_implants_retained,TEXT,textarea,Acromion implants retained
acromion_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_acromion_treatment_of_infection,JSONB,checkbox,Acromion treatment of infection
acromion_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_acromion_treatment_other,TEXT,textarea,Acromion treatment other
acromion_technique_details,shoulder,,shoulder_general_part_3,orth_sh_acromion_technique_details,TEXT,textarea,Acromion technique details
acromion_implant_details,shoulder,,shoulder_general_part_3,orth_sh_acromion_implant_details,TEXT,textarea,Acromion implant details
acromion_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_acromion_intraoperative_complications,TEXT,textarea,Acromion intraoperative complications
coracoid_treatment,shoulder,,shoulder_general_part_3,orth_sh_coracoid_treatment,JSONB,checkbox,Coracoid treatment
coracoid_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_coracoid_fracture_reduction,JSONB,checkbox,Coracoid fracture reduction
coracoid_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_coracoid_fixation_technique,JSONB,checkbox,Coracoid fixation technique
coracoid_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_coracoid_recon_bone_graft_type,JSONB,checkbox,Coracoid recon bone graft type
coracoid_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_coracoid_recon_bone_graft_fixation_type,JSONB,checkbox,Coracoid recon bone graft fixation type
coracoid_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_coracoid_osteotomy_location,TEXT,textarea,Coracoid osteotomy location
coracoid_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_coracoid_osteotomy_type,TEXT,textarea,Coracoid osteotomy type
coracoid_extent_of_removal_of_implants,shoulder,,shoulder_general_part_3,orth_sh_coracoid_extent_of_removal_of_implants,VARCHAR(50),radio,Coracoid extent of removal of implants
coracoid_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_coracoid_implants_removed,TEXT,textarea,Coracoid implants removed
coracoid_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_coracoid_implants_retained,TEXT,textarea,Coracoid implants retained
coracoid_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_coracoid_treatment_of_infection,JSONB,checkbox,Coracoid treatment of infection
coracoid_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_coracoid_treatment_other,TEXT,textarea,Coracoid treatment other
coracoid_technique_details,shoulder,,shoulder_general_part_3,orth_sh_coracoid_technique_details,TEXT,textarea,Coracoid technique details
coracoid_implant_details,shoulder,,shoulder_general_part_3,orth_sh_coracoid_implant_details,TEXT,textarea,Coracoid implant details
coracoid_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_coracoid_intraoperative_complications,TEXT,textarea,Coracoid intraoperative complications
clavicle_fracture_reduction,shoulder,,shoulder_general_part_3,orth_sh_clavicle_fracture_reduction,JSONB,checkbox,Clavicle fracture reduction
clavicle_fixation_technique,shoulder,,shoulder_general_part_3,orth_sh_clavicle_fixation_technique,JSONB,checkbox,Clavicle fixation technique
clavicle_recon_bone_graft_type,shoulder,,shoulder_general_part_3,orth_sh_clavicle_recon_bone_graft_type,JSONB,checkbox,Clavicle recon bone graft type
clavicle_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_3,orth_sh_clavicle_recon_bone_graft_fixation_type,JSONB,checkbox,Clavicle recon bone graft fixation type
clavicle_osteotomy_location,shoulder,,shoulder_general_part_3,orth_sh_clavicle_osteotomy_location,TEXT,textarea,Clavicle osteotomy location
clavicle_osteotomy_type,shoulder,,shoulder_general_part_3,orth_sh_clavicle_osteotomy_type,TEXT,textarea,Clavicle osteotomy type
clavicle_extent_of_implant_removal,shoulder,,shoulder_general_part_3,orth_sh_clavicle_extent_of_implant_removal,VARCHAR(50),radio,Clavicle extent of implant removal
clavicle_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_clavicle_implants_removed,TEXT,textarea,Clavicle implants removed
clavicle_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_clavicle_implants_retained,TEXT,textarea,Clavicle implants retained
clavicle_treatment_of_infection,shoulder,,shoulder_general_part_3,orth_sh_clavicle_treatment_of_infection,JSONB,checkbox,Clavicle treatment of infection
clavicle_treatment_other,shoulder,,shoulder_general_part_3,orth_sh_clavicle_treatment_other,TEXT,textarea,Clavicle treatment other
clavicle_technique_details,shoulder,,shoulder_general_part_3,orth_sh_clavicle_technique_details,TEXT,textarea,Clavicle technique details
clavicle_implant_details,shoulder,,shoulder_general_part_3,orth_sh_clavicle_implant_details,TEXT,textarea,Clavicle implant details
clavicle_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_clavicle_intraoperative_complications,TEXT,textarea,Clavicle intraoperative complications
acj_treatment,shoulder,,shoulder_general_part_3,orth_sh_acj_treatment,JSONB,checkbox,ACJ treatment
acj_arthrodesis_type,shoulder,,shoulder_general_part_3,orth_sh_acj_arthrodesis_type,JSONB,checkbox,ACJ arthrodesis type
acj_arthrodesis_implant,shoulder,,shoulder_general_part_3,orth_sh_acj_arthrodesis_implant,JSONB,checkbox,ACJ arthrodesis implant
acj_arthrodesis_bone_graft,shoulder,,shoulder_general_part_3,orth_sh_acj_arthrodesis_bone_graft,JSONB,checkbox,ACJ arthrodesis bone graft
acj_debridement_arthroplasty_type,shoulder,,shoulder_general_part_3,orth_sh_acj_debridement_arthroplasty_type,JSONB,checkbox,ACJ debridement arthroplasty type
acj_excision_arthroplasty_type,shoulder,,shoulder_general_part_3,orth_sh_acj_excision_arthroplasty_type,JSONB,checkbox,ACJ excision arthroplasty type
acj_interposition_material,shoulder,,shoulder_general_part_3,orth_sh_acj_interposition_material,TEXT,textarea,ACJ interposition material
acj_arthroplasty_replacement_primary,shoulder,,shoulder_general_part_3,orth_sh_acj_arthroplasty_replacement_primary,TEXT,textarea,ACJ arthroplasty replacement primary
acj_arthroplasty_replacement_revision,shoulder,,shoulder_general_part_3,orth_sh_acj_arthroplasty_replacement_revision,TEXT,textarea,ACJ_arthroplasty_replacement_revision
acj_stabilisation_type,shoulder,,shoulder_general_part_3,orth_sh_acj_stabilisation_type,JSONB,checkbox,ACJ stabilisation type
acj_capsule_ligament_repair_type,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_repair_type,JSONB,checkbox,ACJ capsule ligament repair type
acj_capsule_ligament_to_bone_repair_proximal,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_to_bone_repair_proximal,JSONB,checkbox,ACJ capsule ligament to bone repair proximal
acj_capsule_ligament_to_bone_repair_distal,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_to_bone_repair_distal,JSONB,checkbox,ACJ capsule ligament to bone repair distal
acj_capsule_ligament_recon_graft_type,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_recon_graft_type,JSONB,checkbox,ACJ capsule ligament recon graft type
acj_capsule_ligament_recon_fixation_proximal,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_recon_fixation_proximal,JSONB,checkbox,ACJ capsule ligament recon fixation proximal
acj_capsule_ligament_recon_fixation_distal,shoulder,,shoulder_general_part_3,orth_sh_acj_capsule_ligament_recon_fixation_distal,JSONB,checkbox,ACJ capsule ligament recon fixation distal
acj_joint_spanning_fixation,shoulder,,shoulder_general_part_3,orth_sh_acj_joint_spanning_fixation,JSONB,checkbox,ACJ joint spanning fixation
acj_avulsion_fracture_fixation,shoulder,,shoulder_general_part_3,orth_sh_acj_avulsion_fracture_fixation,JSONB,checkbox,ACJ avulsion fracture fixation
acj_bone_recon_bone_graft,shoulder,,shoulder_general_part_3,orth_sh_acj_bone_recon_bone_graft,JSONB,checkbox,ACJ bone recon bone graft
acj_bone_recon_bone_graft_fixation,shoulder,,shoulder_general_part_3,orth_sh_acj_bone_recon_bone_graft_fixation,JSONB,checkbox,ACJ bone recon bone graft fixation
acj_bone_recon_bone_graft_location,shoulder,,shoulder_general_part_3,orth_sh_acj_bone_recon_bone_graft_location,JSONB,checkbox,ACJ bone recon bone graft location
cc_ligament_repair_type,shoulder,,shoulder_general_part_3,orth_sh_cc_ligament_repair_type,JSONB,checkbox,CC ligament repair type
